CASEID	ID	Q1A	Q1B	Q1C1	Q1C2	Q1C3	Q1C4	Q1C5	Q1C6	Q1C7	Q1D1	Q1D2	Q1D3	Q1D4	Q1D5	Q1D6	Q1D7	Q1D8	Q1E	Q1F	Q1G	Q1H	PROSPECT	Q2A1	Q2A2	Q2A3	Q2C	N_2C1	N_2C2	N_2C3	N_2C4	Q2F1	Q2G	N_PERTME	TIC_N_1	TIC_N_2	TIC_N_3	TIC_N_4	TIC_N_5	TIC_N_6	TIC_N_7	TIC_N_8	TIC_N_9	TIC_N_10	TIC_N_11	TIC_N_12	TIC_N_13	TIC_N_14	TIC_N_15	TIC_N_16	Q3A1	Q3B1	N_Q3C1	Q3A2	Q3B2	N_Q3C2	Q3A3	Q3B3	N_Q3C3	Q3A4	Q3B4	N_Q3C4	Q3A5	Q3B5	N_Q3C5	Q3A6	Q3B6	N_Q3C6	Q3A7	Q3B7	N_Q3C7	N_Q3A8	N_Q3B8	N_Q3C8	Q3C1	Q3C2	Q3C3	Q3C4	Q3C5	Q3D	Q3E	Q3F1	Q3F2	Q3G1	Q3G2	Q3G3	Q3G4	Q3G5	Q3G6	Q3H	Q3I	N_Q3K	Q3J	N_Q3M	Q3K1	Q3K2	Q3K3	Q3K4	Q3K5	Q3K6	Q3K7	Q3K8	Q3K9	Q3K10	Q3K11	N_Q3K10	N_Q3K12	Q3L1	Q3M1	Q3L2	Q3M2	Q3L3	Q3M3	Q3L4	Q3M4	Q3N1	Q3N2	Q3N3	Q3O	Q3P	Q3Q	Q5A	Q5B1	Q5B2	Q5C1	Q5C2A	Q5C2B	Q5C2C	Q5C2D	Q5D	Q5E1	Q5E2	Q5E3	Q5F1	Q5F2	Q5G	Q5H	Q5I1	Q5I2	Q5I3	Q5I4	ZIPCODE	GENDER	WEIGHT	DISTRICT	STATE	USRCOFIX	CM_SEG	VERSION
1977	   51120	1	1	5	8	5	2	0	5	10	1	1	2	1	2	2	1	3	8	2	2	1	1	 	 	 	 	 	 	 	 	 	 	 	4	10	8	10	3	5	8	10	10	0	5	10	10	8	8	4	1	1	1	1	1	1	1	1	2	2	 	 	1	2	 	1	2	 	1	1	2	1	1	1	1	2	1	1	2	2	2	1	1	2	3	3	3	3	2	1	1	21	2	 	10	8	4	0	10	5	0	8	8	5	3	4	0	1	1	1	1	2	 	1	4	1	1	1	2	35	0	3	2	3	1	0	1	0	0	4	1962	39	2	5	 	1	2	1	3	 	3	-1	1	.88	8	26	 	1	2
1978	   51137	1	1	9	9	10	10	10	10	10	1	1	1	1	1	1	1	4	4	2	1	1	1	1	1	1	5	4	3	2	1	1	9	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	1	1	1	1	1	1	1	1	1	1	1	2	 	 	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	2	2	2	2	1	1	2	1	28	10	9	9	5	7	9	6	10	10	5	7	9	7	1	1	1	1	1	1	1	1	1	1	1	2	100	10	2	2	2	2	 	 	 	 	5	1949	52	3	3	 	4	1	1	2	 	2	-1	1	.3	6	5	 	1	1
1979	   51170	2	1	7	8	10	10	10	10	10	1	1	1	1	1	1	1	4	14	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	10	10	10	10	10	8	10	10	8	8	10	10	10	10	10	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 	 	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	1	3	2	2	1	2	1	34	8	10	6	10	10	7	7	10	10	7	10	10	10	1	2	1	2	2	 	1	3	1	1	2	1	110	9999	1	2	2	2	 	 	 	 	6	1927	74	5	3	3	9999	2	1	3	 	3	-1	1	.43	7	10	 	1	2
1980	   51186	1	1	8	7	10	10	9	5	9	1	1	1	1	2	2	1	5	8	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	9	4	7	2	3	3	9	2	6	8	5	9	9	9	4	6	1	1	2	1	1	1	1	1	1	1	1	2	1	2	 	1	2	 	2	 	 	2	 	 	1	2	1	2	1	1	2	1	1	2	2	2	3	3	3	1	1	21	2	 	3	2	6	4	4	3	3	4	8	3	5	5	5	1	1	1	2	1	3	1	3	1	1	2	1	100	10	1	2	2	2	 	 	 	 	6	1951	50	3	1	1	1	2	2	 	5	8	-1	2	.62	7	10	 	1	2
1981	   51187	1	1	10	4	7	7	5	7	9	1	1	1	1	1	1	1	20	40	1	2	2	1	1	2	2	5	1	4	2	3	2	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	3	3	3	3	2	3	1	1	5	1	34	2	5	3	5	5	5	2	7	2	3	2	2	3	1	2	1	1	2	 	1	3	1	1	2	1	200	12	1	2	2	2	 	 	 	 	6	1925	76	6	3	3	1	2	2	 	1	4	-1	1	.38	3	31	 	1	1
1982	   51203	4	2	8	1	4	5	5	6	9	1	2	2	1	2	1	1	3	5	2	1	2	1	2	3	1	5	2	4	1	3	2	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	2	 	 	1	1	2	2	 	 	1	1	2	2	 	 	1	1	2	2	2	1	1	2	2	2	1	1	3	3	3	3	3	2	1	1	2	1	34	7	4	8	3	1	1	1	8	1	1	8	3	3	1	1	1	1	2	 	1	4	1	1	2	1	100	6	1	2	4	1	2	0	0	0	5	1958	43	2	1	1	1	2	2	 	6	9	-1	1	1.01	1	14	 	1	1
1983	   51204	3	2	5	6	6	6	6	4	8	2	1	2	1	2	2	1	4	10	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	9	5	8	1	5	8	8	9	8	10	7	9	9	10	7	5	1	2	 	1	1	2	2	 	 	1	1	1	2	 	 	1	1	2	2	 	 	1	1	1	1	1	1	2	2	2	2	2	1	3	3	3	3	3	2	2	1	1	2	 	5	8	4	7	9	2	5	6	9	5	6	9	5	1	2	1	2	2	 	1	4	1	1	1	2	20	3	2	2	2	2	 	 	 	 	5	1978	23	1	1	 	1	2	1	2	 	2	-1	2	.38	2	18	 	1	2
1984	   51243	2	1	9	9	8	4	9	7	9	1	1	1	1	1	1	1	20	20	1	2	1	1	1	4	1	3	3	1	4	2	1	6	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	1	1	1	1	1	1	1	1	1	2	 	 	1	2	 	2	 	 	9999	 	 	2	2	1	2	1	1	1	1	2	3	3	2	2	2	2	2	1	2	2	 	10	10	4	5	9	10	8	10	6	9	6	8	7	1	1	1	1	2	 	1	4	1	1	1	1	500	50	4	1	 	2	 	 	 	 	4	1927	74	5	3	 	1	2	2	 	6	9	-1	1	1.58	3	33	 	1	1
1985	   51297	2	1	9	7	8	9	8	8	9	1	1	1	1	2	2	1	3	10	1	1	1	1	1	3	4	3	4	2	3	1	2	5	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	2	1	2	 	1	2	 	1	1	2	1	2	 	1	2	 	2	1	1	1	2	2	1	1	1	2	2	2	2	2	2	2	1	36	1	34	7	10	3	3	10	2	3	8	8	8	4	6	5	1	4	1	2	2	 	1	4	1	1	2	1	50	6	1	2	4	1	0	0	1	0	5	1949	52	3	1	1	1	2	2	 	2	5	-1	2	.94	7	8	 	1	1
1986	   51336	1	1	7	10	7	6	7	8	10	1	1	1	1	1	1	1	6	20	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	9	7	10	3	3	5	3	0	5	3	0	10	9	9	8	2	1	2	 	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	 	1	1	1	1	2	1	1	2	1	1	1	1	1	3	3	3	3	3	1	1	3	2	 	0	10	0	7	7	0	4	7	10	7	0	10	0	1	1	1	2	2	 	1	2	1	1	1	1	200	2	1	2	3	1	1	0	0	0	5	1957	44	2	1	1	1	2	1	2	 	2	-1	1	.33	3	39	 	1	2
1987	   51358	2	1	8	2	7	5	8	5	10	1	2	1	1	1	2	1	8	15	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	7	2	9	8	8	2	10	5	8	2	5	6	8	6	6	8	1	2	 	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	 	1	1	1	1	2	1	2	2	2	2	1	1	3	3	3	3	3	3	2	2	 	2	 	5	7	3	4	5	3	3	3	4	3	6	5	7	1	2	1	2	2	 	2	 	1	1	2	1	20	2	1	2	2	2	 	 	 	 	6	1929	72	5	3	3	1	2	2	 	1	4	-1	1	.38	6	48	 	1	2
1988	   51413	1	1	10	10	10	5	10	8	10	1	2	1	2	2	2	1	10	50	2	1	1	1	1	2	3	3	2	4	3	1	1	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	1	1	1	1	1	1	1	2	 	1	2	 	1	2	 	1	2	 	2	 	 	2	1	1	2	2	2	1	1	1	2	3	3	2	3	2	1	1	41	1	34	8	8	0	0	8	0	0	8	0	5	0	10	0	1	1	1	1	2	 	1	3	1	1	2	1	200	20	1	2	3	1	0	0	1	0	5	1952	49	3	1	1	1	2	2	 	1	4	-1	1	.49	7	49	 	1	1
1989	   51440	2	1	10	10	8	8	8	0	7	1	1	1	1	2	2	1	2	8	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	10	0	9	5	5	5	0	5	8	7	8	8	10	10	7	2	2	 	 	1	1	1	1	2	 	1	1	2	1	2	 	1	2	 	1	2	 	1	2	 	2	2	1	1	2	2	2	1	1	1	1	3	3	3	3	1	1	21	2	 	7	10	5	0	10	8	0	5	0	0	7	10	0	1	2	1	2	2	 	1	3	1	1	2	1	50	0	3	2	2	2	 	 	 	 	6	1948	53	3	1	 	1	2	2	 	1	4	-1	2	.33	3	33	 	1	2
1990	   51446	2	1	3	5	9	10	6	10	10	2	1	2	2	2	1	1	5	10	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	7	7	7	6	6	3	7	3	8	3	6	8	5	8	8	6	2	 	 	1	1	1	1	2	 	1	1	2	1	1	2	1	1	2	2	 	 	1	1	1	1	1	1	2	2	2	2	1	1	3	3	1	3	1	3	1	1	21	1	28	7	10	5	3	10	8	3	9	9	3	3	9	8	2	 	1	2	2	 	2	 	1	2	2	2	10	3	2	2	4	2	 	 	 	 	2	1980	21	1	6	 	3	2	1	1	 	1	-1	2	3.97	8	26	 	1	2
1991	   51453	2	1	8	8	7	8	9	5	10	1	1	2	2	1	2	1	6	7	1	1	1	1	3	4	2	5	2	3	9999	 	2	8	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	1	1	1	1	2	1	1	2	1	1	2	1	2	 	1	2	 	1	2	 	2	2	1	2	2	2	2	1	1	3	2	3	1	3	2	2	1	1	2	 	10	7	0	3	7	8	3	7	2	0	8	3	6	1	1	1	1	2	 	1	4	1	1	2	1	200	30	1	2	3	1	0	0	0	1	5	9999	-7998	 	2	1	1	2	9999	 	 	 	-1	2	.72	8	24	 	1	1
1992	   51465	2	1	9	10	8	8	7	8	10	1	2	1	1	1	2	1	2	10	2	1	1	1	1	1	2	4	2	3	4	1	1	10	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	1	1	1	1	1	1	2	 	1	2	 	1	2	 	1	2	 	1	1	2	1	2	1	1	2	2	3	1	1	1	2	2	2	2	3	2	1	41	1	14	0	3	0	5	10	5	0	10	10	5	0	10	10	1	2	1	2	2	 	1	2	1	1	2	2	50	3	1	2	4	1	1	0	0	0	6	1973	28	1	1	1	1	2	2	 	3	6	-1	1	.74	6	5	 	1	1
1993	   51529	2	1	10	8	10	10	10	10	10	1	1	1	2	2	2	1	3	5	1	1	1	1	1	3	3	4	2	4	1	3	2	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	1	2	1	2	 	1	2	 	1	1	1	1	1	2	2	 	 	1	2	 	1	2	1	2	2	2	2	1	1	3	2	3	3	3	2	2	1	36	1	1	2	7	5	2	8	8	5	8	5	2	5	8	5	1	2	1	2	2	 	1	3	2	2	2	1	50	2	1	2	2	2	 	 	 	 	4	1925	76	6	3	3	1	2	1	2	 	2	-1	2	.51	3	31	 	1	1
1994	   51551	1	1	10	3	10	10	10	10	10	1	2	1	1	1	1	1	1	4	1	1	1	1	1	1	2	5	2	4	3	1	2	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	1	2	 	1	2	 	1	1	1	1	2	 	1	2	 	2	 	 	1	1	1	2	2	1	2	2	1	1	1	1	3	3	2	3	3	3	1	2	 	2	 	10	10	10	10	10	0	0	10	5	5	5	10	10	1	1	1	1	2	 	1	2	1	1	9999	1	9999	12	4	1	 	2	 	 	 	 	6	1937	64	4	3	 	1	2	1	1	 	1	-1	1	.35	6	5	 	1	1
1995	   51656	1	1	10	10	8	10	5	5	10	1	1	2	2	2	2	1	4	2	1	1	2	1	 	 	 	 	 	 	 	 	 	 	 	8	10	10	8	10	7	5	10	10	10	10	9	10	10	10	10	1	2	 	2	 	 	2	 	 	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	3	1	1	1	2	2	2	3	3	3	1	1	21	1	9999	8	10	8	10	10	0	0	10	8	5	10	10	10	1	1	1	2	2	 	1	4	1	1	1	2	5	2	2	2	5	1	0	1	1	0	2	1963	38	2	5	 	1	2	1	1	 	1	-1	1	2.04	8	26	 	1	2
1996	   51719	2	1	5	10	2	3	3	1	6	1	1	2	2	2	2	1	1	20	1	2	1	1	3	4	1	2	4	2	3	1	2	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	1	2	1	2	 	1	1	1	1	1	2	1	2	 	1	2	 	1	1	2	1	2	1	2	2	3	2	1	1	1	3	3	3	3	3	1	1	14	1	17	4	6	0	0	4	0	0	0	0	0	4	0	0	1	3	1	3	2	 	2	 	2	2	2	2	10	1	2	2	4	2	 	 	 	 	5	1968	33	1	1	 	1	2	1	1	 	1	-1	1	.65	7	47	 	1	1
1997	   51736	2	1	5	8	7	7	8	7	9	1	2	1	1	2	2	1	5	5	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	3	7	10	5	1	1	5	2	7	1	1	4	4	4	8	1	1	2	 	1	1	1	2	 	 	1	1	1	1	1	2	1	1	2	2	 	 	2	 	 	1	2	1	2	2	2	1	1	1	2	3	3	3	3	2	1	1	2	1	34	1	8	0	2	7	10	2	7	5	3	8	8	4	1	2	2	 	2	 	1	3	2	1	2	2	3	0	1	2	2	2	 	 	 	 	5	1978	23	1	6	1	1	2	1	1	 	1	-1	1	.68	6	5	 	1	2
1998	   51761	3	2	2	6	8	7	5	5	8	2	2	1	1	2	2	2	 	3	2	1	1	1	2	3	2	4	4	2	9999	 	2	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	2	 	1	1	1	1	2	 	1	1	2	1	2	 	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	3	3	2	3	3	3	2	1	1	1	9999	10	10	10	10	10	4	4	10	6	10	10	10	10	1	4	1	2	2	 	2	 	1	1	1	2	8	3	2	2	6	1	0	1	2	0	5	1962	39	2	1	 	1	1	1	2	 	2	-1	2	.33	3	33	 	1	1
1999	   51762	2	1	2	4	10	10	10	8	10	1	1	1	1	1	1	1	6	12	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	10	8	8	8	10	4	10	9	10	10	7	8	9	10	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	3	2	2	2	2	3	1	1	2	1	34	10	10	10	10	10	2	2	9	4	9	10	10	10	1	1	1	1	2	 	1	2	1	1	1	1	100	12	3	2	3	2	 	 	 	 	6	1946	55	4	1	 	1	2	1	3	 	3	-1	2	.36	1	36	 	1	2
2000	   51814	2	1	10	4	10	10	8	8	10	1	2	1	1	2	1	1	3	20	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	0	8	5	5	3	2	0	3	3	0	0	8	8	5	7	5	1	2	 	1	1	1	2	 	 	1	1	1	2	 	 	1	1	2	1	1	2	1	1	2	2	1	1	1	2	2	2	1	1	3	3	2	3	3	2	2	1	38	1	14	0	4	3	0	4	0	0	2	2	0	0	9	4	1	2	1	1	2	 	1	4	1	1	2	2	20	2	1	2	3	1	1	0	0	0	5	1971	30	1	2	1	1	2	1	2	 	2	-1	2	.36	3	33	 	1	2
2001	   51877	2	1	2	3	10	10	6	6	10	1	2	1	2	2	2	1	5	12	2	1	1	1	2	4	1	5	4	1	2	3	2	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	2	1	1	1	1	1	2	1	2	 	1	1	1	1	1	2	1	2	 	1	2	 	1	1	1	2	2	2	2	1	1	3	2	2	3	3	3	2	2	 	2	 	10	6	0	0	6	10	0	0	0	0	10	10	0	1	2	1	2	2	 	1	3	1	2	2	1	15	2	4	1	 	2	 	 	 	 	4	1922	79	6	3	 	1	2	1	1	 	1	-1	2	.92	6	5	 	1	1
2002	   51902	2	1	6	0	8	6	5	2	5	1	2	1	1	2	2	1	2	6	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	8	5	10	2	8	5	5	0	2	6	2	9	7	7	5	6	1	2	 	1	1	2	1	1	1	1	2	 	1	2	 	1	2	 	2	 	 	1	1	2	1	2	1	1	2	2	2	1	1	3	1	2	3	3	2	2	1	34	1	34	4	5	5	6	6	3	5	8	8	4	0	10	5	1	3	1	1	2	 	1	3	1	1	1	1	50	6	2	2	2	2	 	 	 	 	4	1967	34	1	1	 	1	2	1	3	 	3	-1	1	.97	3	33	 	1	2
2003	   51904	2	1	10	7	8	8	6	7	8	1	2	1	1	2	2	1	3	3	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	7	3	7	4	6	4	2	2	8	5	8	7	9	8	8	2	2	 	 	1	1	1	1	2	 	1	2	 	1	1	2	1	1	2	1	2	 	2	 	 	1	2	1	2	2	2	2	1	1	3	2	2	3	3	3	1	1	7	1	34	8	8	2	4	7	2	5	4	8	8	4	7	5	1	2	1	2	2	 	1	3	1	1	2	2	20	3	2	1	 	2	 	 	 	 	6	1971	30	1	1	 	3	2	1	9999	 	 	-1	2	.72	7	47	 	1	2
2004	   51921	2	1	9	7	8	6	7	7	8	1	2	1	1	2	1	1	5	8	2	1	1	1	1	2	4	4	3	2	1	4	1	5	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	2	2	 	 	1	1	1	1	2	 	1	1	2	1	1	1	2	 	 	2	2	1	1	2	2	1	2	1	3	2	3	2	2	3	2	1	14	2	 	5	7	0	0	7	0	0	0	7	8	2	0	6	1	1	1	2	2	 	2	 	1	1	2	1	80	10	1	2	5	1	1	1	0	1	6	1964	37	2	1	1	1	2	2	 	2	5	-1	2	.67	7	47	 	1	1
2005	   51928	3	2	0	10	0	6	5	3	6	2	2	1	1	1	2	2	 	5	2	2	1	1	 	 	 	 	 	 	 	 	 	 	 	10	0	10	0	0	0	10	10	10	0	0	10	10	10	10	0	1	1	1	1	1	2	2	 	 	2	 	 	1	1	2	1	1	2	2	 	 	1	1	1	1	1	1	2	2	2	2	1	1	1	1	3	1	3	1	1	1	41	2	 	5	10	0	5	5	0	0	10	5	0	10	10	10	1	1	1	1	2	 	1	3	1	1	1	1	40	2	1	2	2	2	 	 	 	 	6	1962	39	2	1	1	1	2	2	 	2	5	-1	1	.67	1	36	 	1	2
2006	   51935	1	1	8	0	7	7	6	4	8	1	2	1	2	2	2	1	6	10	1	1	1	1	2	3	2	5	1	4	2	3	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	2	 	1	1	1	1	1	1	1	2	 	2	 	 	1	2	 	1	2	1	1	2	2	1	1	1	3	3	3	3	3	3	1	1	2	1	29	4	7	5	7	4	3	2	0	5	0	7	7	5	1	1	1	3	2	 	1	4	1	1	2	1	130	6	1	2	2	2	 	 	 	 	6	1936	65	5	1	2	1	2	2	 	2	5	-1	1	.73	7	21	 	1	1
2007	   51960	1	1	7	7	9	10	10	10	10	1	1	1	1	2	1	1	3	12	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	5	9	10	0	5	3	0	8	0	5	2	7	5	5	2	0	1	2	 	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	1	9999	2	 	1	10	5	5	10	10	5	10	5	1	5	10	1	1	1	1	1	2	 	1	3	1	1	2	1	100	4	1	2	4	1	2	0	0	0	6	1970	31	1	2	1	1	2	2	 	4	7	-1	1	.74	7	47	 	1	2
2008	   52005	2	1	6	9	8	9	10	7	10	1	1	1	1	1	1	1	15	25	2	2	1	1	1	4	4	5	2	1	4	3	1	10	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	1	1	1	1	2	1	1	2	1	1	2	1	2	 	2	 	 	1	1	1	1	1	1	1	2	1	2	1	1	3	3	3	1	3	3	1	1	41	1	34	2	9	0	5	9	8	0	2	10	0	8	2	10	2	 	1	3	2	 	1	4	1	2	2	2	300	20	1	2	2	2	 	 	 	 	5	1952	49	3	1	1	1	2	2	 	5	8	-1	1	.94	7	8	 	1	1
2009	   52008	3	2	5	0	2	4	6	6	8	1	2	2	1	2	1	1	3	4	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	5	6	6	10	9	9	10	3	7	5	2	8	8	9	9	6	1	2	 	1	1	1	1	2	 	1	1	1	1	1	2	1	2	 	1	2	 	1	1	1	1	2	1	2	2	1	3	1	1	3	3	3	3	3	3	1	1	41	1	29	7	8	6	7	7	7	1	5	9	2	6	3	4	1	2	1	2	2	 	1	3	1	1	2	1	100	25	1	2	2	2	 	 	 	 	6	1929	72	5	3	4	1	2	2	 	2	5	-1	1	.73	7	8	 	1	2
2010	   52014	3	2	8	9	5	3	0	4	9	1	1	1	2	2	1	1	3	8	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	2	10	7	0	0	0	1	3	0	7	0	6	10	10	5	0	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	 	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	3	3	3	3	3	2	1	40	1	28	2	5	0	8	10	0	0	10	8	8	10	0	10	1	2	1	2	1	2	1	3	1	1	1	2	20	20	1	2	6	1	4	0	0	0	4	1975	26	1	1	4	1	2	1	2	 	2	-1	1	.52	7	10	 	1	2
2011	   52032	2	1	6	3	7	10	7	2	10	1	1	2	2	2	2	1	25	70	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	6	9	6	3	6	2	7	2	8	5	7	4	7	4	8	3	1	2	 	1	1	1	1	1	1	1	2	 	1	1	2	1	1	2	2	 	 	1	1	1	1	1	1	1	2	1	1	1	1	3	3	1	3	3	2	1	1	21	1	34	5	8	5	3	8	2	2	7	2	6	3	8	2	1	3	1	3	2	 	1	4	1	2	2	2	70	15	2	2	5	1	0	0	1	0	4	1980	21	1	2	 	1	2	2	 	2	5	-1	1	1.65	7	47	 	1	2
2012	   60022	2	1	7	8	10	10	8	6	7	1	1	1	1	2	2	1	2	10	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	7	7	6	6	5	5	7	8	8	8	10	8	10	8	5	8	1	1	1	1	1	2	1	1	2	2	 	 	1	1	2	1	2	 	1	2	 	1	1	2	1	2	1	2	2	2	1	1	1	1	3	1	3	3	1	1	1	11	2	 	8	5	7	8	9	8	0	10	8	10	7	8	8	1	3	1	1	2	 	1	3	1	1	2	1	100	10	1	2	4	1	0	0	0	2	6	1935	66	5	1	2	1	2	2	 	6	9	-1	1	.73	5	7	 	1	2
2013	   60045	2	1	8	8	6	4	5	5	8	1	1	1	2	2	2	1	15	15	1	1	1	1	1	1	1	5	4	2	1	3	2	5	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	 	1	1	2	1	1	1	1	2	3	1	1	1	3	1	1	3	1	3	2	1	7	2	 	5	10	5	5	8	9	0	8	5	5	5	8	5	1	2	1	2	2	 	1	3	1	1	2	1	100	5	1	2	2	2	 	 	 	 	6	1927	74	5	3	3	1	2	1	2	 	2	-1	2	.24	5	7	 	1	1
2014	   60071	1	1	10	10	10	10	10	10	10	1	1	1	1	1	1	1	12	20	1	1	1	1	1	1	4	5	3	4	2	1	1	10	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	2	2	2	2	1	1	39	1	34	10	10	10	5	10	10	10	10	10	10	10	10	10	1	1	1	1	1	1	1	2	1	1	1	1	200	50	1	2	4	1	0	0	1	1	6	1947	54	3	1	1	1	2	2	 	2	5	-1	1	.62	5	20	 	1	1
2015	   60086	2	1	8	10	6	4	7	4	10	1	1	1	1	2	2	1	15	18	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	6	5	10	2	5	8	4	8	7	3	4	8	9	7	7	5	2	 	 	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	3	3	3	3	3	1	2	1	21	2	 	6	5	0	5	5	0	7	3	9	7	0	7	7	1	3	1	2	1	4	1	4	1	2	2	1	30	5	1	2	3	1	0	1	0	0	4	1957	44	2	2	1	1	2	1	3	 	3	-1	2	.88	5	40	 	1	2
2016	   60114	2	1	10	6	8	6	9999	9999	7	1	1	1	2	2	2	1	2	5	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	6	0	0	0	5	0	5	6	10	6	5	7	10	8	5	0	1	1	1	1	1	1	1	1	1	2	 	 	1	1	1	1	1	1	2	 	 	1	1	2	2	1	2	1	2	3	3	1	1	2	2	3	9999	9999	2	2	1	41	2	 	8	10	0	5	6	0	0	0	3	5	3	0	2	1	2	1	1	2	 	1	4	1	2	2	1	20	5	1	2	2	2	 	 	 	 	6	1941	60	4	3	1	1	2	1	3	 	3	-1	2	.36	5	30	 	1	2
2017	   60180	2	1	10	8	7	6	1	8	5	1	1	1	1	2	1	1	2	14	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	6	6	4	1	0	0	5	1	5	5	2	6	7	5	7	2	2	 	 	1	1	1	1	1	2	1	2	 	1	1	2	1	2	 	2	 	 	1	1	1	1	2	1	2	2	2	2	1	2	1	2	2	3	2	3	2	1	21	2	 	4	6	0	0	7	0	0	7	0	5	1	0	2	1	3	1	2	2	 	1	4	1	2	1	2	50	7	3	1	 	2	 	 	 	 	6	1938	63	4	3	 	1	2	1	3	 	3	-1	1	.36	3	33	 	1	2
2018	   60196	2	2	8	7	7	7	6	6	7	1	1	1	1	2	1	1	2	7	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	5	2	7	3	3	2	9	7	3	5	3	7	7	5	5	2	1	1	2	1	1	1	1	2	 	1	2	 	1	2	 	1	1	2	1	1	2	1	2	 	2	2	1	1	2	2	2	1	1	3	3	3	3	3	3	2	1	36	1	34	3	3	3	2	3	3	2	3	5	5	5	5	3	1	1	1	2	2	 	1	4	1	1	2	1	30	5	1	2	4	1	0	2	0	0	5	1955	46	3	1	1	1	2	2	 	1	4	-1	1	.49	1	50	 	1	2
